Marinobacter	17.34104046242774543884
Ochrobactrum	5.78034682080924877567
Rhodobacter	5.78034682080924877567
Flavobacterium	5.78034682080924877567
Innominate Proteobacteria	11.56069364161849755135
Azospirillum	11.56069364161849755135
Novosphingobium	11.56069364161849755135
Rhodopseudomonas	5.78034682080924877567
Bdellovibrio	5.78034682080924877567
Alcanivorax	271.67630057803467025224
Micavibrio	23.12138728323699510270
Brevundimonas	11.56069364161849755135
Sphingomonas	5.78034682080924877567
Salmonella	5.78034682080924877567
Ruegeria	17.34104046242774543884
Oceanicaulis	5.78034682080924877567
Paenibacillus	5.78034682080924877567
Acidovorax	5.78034682080924877567
Thiothrix	5.78034682080924877567
Rhodopirellula	5.78034682080924877567
Marinomonas	5.78034682080924877567
Anaplasma	5.78034682080924877567
Pseudomonas	127.16763005780347839391
Selenomonas	5.78034682080924877567
Geobacter	5.78034682080924877567
Nitrosococcus	11.56069364161849755135
Simiduia	5.78034682080924877567
Mycobacterium	5.78034682080924877567
Acinetobacter	11.56069364161849755135
Ralstonia	11.56069364161849755135
Cyclobacterium	5.78034682080924877567
Burkholderia	28.90173410404624476655
Bordetella	5.78034682080924877567
Nitrosomonas	11.56069364161849755135
Serratia	5.78034682080924877567
Mesoflavibacter	5.78034682080924877567
Rubrivivax	5.78034682080924877567
Delftia	5.78034682080924877567
Hyphomonas	11.56069364161849755135
Methylobacter	5.78034682080924877567
Campylobacter	5.78034682080924877567
Bacteroides	5.78034682080924877567
Arthrospira	5.78034682080924877567
Rhizobium	11.56069364161849755135
Shewanella	5.78034682080924877567
Thiocapsa	5.78034682080924877567
Methylomicrobium	5.78034682080924877567
Gordonia	5.78034682080924877567
Hydrocarboniphaga	5.78034682080924877567
Candidatus Solibacter	5.78034682080924877567
Aeromonas	5.78034682080924877567
Rhodanobacter	11.56069364161849755135
Vibrio	11.56069364161849755135
Pseudoalteromonas	11.56069364161849755135
Marivirga	5.78034682080924877567
Xanthobacter	5.78034682080924877567
Halomonas	5.78034682080924877567
Taylorella	5.78034682080924877567
Congregibacter	5.78034682080924877567
Stenotrophomonas	5.78034682080924877567
Halothiobacillus	5.78034682080924877567
Alishewanella	5.78034682080924877567
Glaciecola	5.78034682080924877567
Parvibaculum	28.90173410404624476655
Thalassolituus	5.78034682080924877567
Enterobacter	5.78034682080924877567
Bradyrhizobium	5.78034682080924877567
Methylophaga	5.78034682080924877567
Caulobacter	5.78034682080924877567
Thioalkalivibrio	5.78034682080924877567
Bacillus	5.78034682080924877567
Ktedonobacter	5.78034682080924877567
Legionella	5.78034682080924877567
Leptospira	5.78034682080924877567
Anabaena	5.78034682080924877567
Desulfovibrio	11.56069364161849755135
Thiorhodovibrio	5.78034682080924877567
